year,team,team_salary,wins,playoff_wins,champion,spend_tier,sport
2022,Los Angeles Chargers,196496267.0,10.0,0.0,False,High,NFL
2023,Los Angeles Chargers,187614371.0,5.0,0.0,False,High,NFL
2024,Los Angeles Chargers,193157840.0,11.0,0.0,False,High,NFL
2015,Los Angeles Rams,126371011.0,,0.0,False,Low,NFL
2016,Los Angeles Rams,125481168.0,4.0,0.0,False,Low,NFL
2017,Los Angeles Rams,143608026.0,11.0,0.0,False,Medium,NFL
2018,Los Angeles Rams,152091806.0,13.0,2.0,False,Medium,NFL
2019,Los Angeles Rams,162519254.0,9.0,0.0,False,Medium,NFL
2020,Los Angeles Rams,154245779.0,10.0,1.0,False,Medium,NFL
2021,Los Angeles Rams,131851261.0,12.0,4.0,True,Low,NFL
2022,Los Angeles Rams,169498584.0,5.0,0.0,False,Medium,NFL
2023,Los Angeles Rams,136988767.0,10.0,0.0,False,Low,NFL
2024,Los Angeles Rams,215644146.0,10.0,1.0,False,High,NFL
2015,Miami Dolphins,112430147.0,6.0,0.0,False,Low,NFL
2016,Miami Dolphins,137871303.0,10.0,0.0,False,Medium,NFL
2017,Miami Dolphins,148726528.0,6.0,0.0,False,Medium,NFL
2018,Miami Dolphins,150099876.0,7.0,0.0,False,Medium,NFL
2019,Miami Dolphins,108236693.0,5.0,0.0,False,Low,NFL
2020,Miami Dolphins,162521177.0,10.0,0.0,False,Medium,NFL
2021,Miami Dolphins,165306238.0,9.0,0.0,False,Medium,NFL
2022,Miami Dolphins,182662348.0,9.0,0.0,False,High,NFL
2023,Miami Dolphins,195202615.0,11.0,0.0,False,High,NFL
2024,Miami Dolphins,185506449.0,8.0,0.0,False,High,NFL
2015,Minnesota Vikings,133927210.0,11.0,0.0,False,Low,NFL
2016,Minnesota Vikings,144703348.0,8.0,0.0,False,Medium,NFL
2017,Minnesota Vikings,139841622.0,13.0,1.0,False,Medium,NFL
2018,Minnesota Vikings,180479217.0,8.0,0.0,False,High,NFL
2019,Minnesota Vikings,180695893.0,10.0,1.0,False,High,NFL
2020,Minnesota Vikings,152657245.0,7.0,0.0,False,Medium,NFL
2021,Minnesota Vikings,158968342.0,8.0,0.0,False,Medium,NFL
2022,Minnesota Vikings,173964610.0,13.0,0.0,False,Medium,NFL
2023,Minnesota Vikings,160552548.0,7.0,0.0,False,Medium,NFL
2024,Minnesota Vikings,177554309.0,14.0,0.0,False,High,NFL
2015,New England Patriots,117691450.0,12.0,1.0,False,Low,NFL
2016,New England Patriots,127922694.0,14.0,3.0,True,Low,NFL
2017,New England Patriots,148769204.0,13.0,2.0,False,Medium,NFL
2018,New England Patriots,155540021.0,11.0,3.0,True,Medium,NFL
2019,New England Patriots,163041593.0,12.0,0.0,False,Medium,NFL
2020,New England Patriots,154668330.0,7.0,0.0,False,Medium,NFL
2021,New England Patriots,163920067.0,10.0,0.0,False,Medium,NFL
2022,New England Patriots,185276579.0,8.0,0.0,False,High,NFL
2023,New England Patriots,188533943.0,4.0,0.0,False,High,NFL
2024,New England Patriots,165141380.0,4.0,0.0,False,Medium,NFL
2015,New Orleans Saints,104169438.0,7.0,0.0,False,Low,NFL
2016,New Orleans Saints,99513200.0,7.0,0.0,False,Low,NFL
2017,New Orleans Saints,129265729.0,11.0,1.0,False,Low,NFL
2018,New Orleans Saints,148941033.0,13.0,1.0,False,Medium,NFL
2019,New Orleans Saints,159078431.0,13.0,0.0,False,Medium,NFL
2020,New Orleans Saints,162226432.0,12.0,1.0,False,Medium,NFL
2021,New Orleans Saints,132420710.0,9.0,0.0,False,Low,NFL
2022,New Orleans Saints,154004477.0,7.0,0.0,False,Medium,NFL
2023,New Orleans Saints,182115623.0,9.0,0.0,False,High,NFL
2024,New Orleans Saints,189000311.0,5.0,0.0,False,High,NFL
2015,New York Giants,112710816.0,6.0,0.0,False,Low,NFL
2016,New York Giants,139245739.0,11.0,0.0,False,Medium,NFL
2017,New York Giants,153073213.0,3.0,0.0,False,Medium,NFL
2018,New York Giants,126084672.0,5.0,0.0,False,Low,NFL
2019,New York Giants,135800682.0,4.0,0.0,False,Low,NFL
2020,New York Giants,165428343.0,6.0,0.0,False,Medium,NFL
2021,New York Giants,156934042.0,4.0,0.0,False,Medium,NFL
2022,New York Giants,145439456.0,9.0,1.0,False,Medium,NFL
2023,New York Giants,160757369.0,6.0,0.0,False,Medium,NFL
2024,New York Giants,166382975.0,3.0,0.0,False,Medium,NFL
2015,New York Jets,141516020.0,10.0,0.0,False,Medium,NFL
2016,New York Jets,134391733.0,5.0,0.0,False,Low,NFL
2017,New York Jets,123383542.0,5.0,0.0,False,Low,NFL
2018,New York Jets,150704157.0,4.0,0.0,False,Medium,NFL
2019,New York Jets,162074903.0,7.0,0.0,False,Medium,NFL
2020,New York Jets,119493296.0,2.0,0.0,False,Low,NFL
2021,New York Jets,169688627.0,4.0,0.0,False,Medium,NFL
2022,New York Jets,189597434.0,7.0,0.0,False,High,NFL
2023,New York Jets,189226205.0,7.0,0.0,False,High,NFL
2024,New York Jets,190789287.0,5.0,0.0,False,High,NFL
2015,Philadelphia Eagles,128173464.0,7.0,0.0,False,Low,NFL
2016,Philadelphia Eagles,125665790.0,7.0,0.0,False,Low,NFL
2017,Philadelphia Eagles,151436105.0,13.0,3.0,True,Medium,NFL
2018,Philadelphia Eagles,156007289.0,9.0,1.0,False,Medium,NFL
2019,Philadelphia Eagles,150993379.0,9.0,0.0,False,Medium,NFL
2020,Philadelphia Eagles,173118583.0,4.0,0.0,False,Medium,NFL
2021,Philadelphia Eagles,124596461.0,9.0,0.0,False,Low,NFL
2022,Philadelphia Eagles,149065316.0,14.0,2.0,False,Medium,NFL
2023,Philadelphia Eagles,163747272.0,11.0,0.0,False,Medium,NFL
2024,Philadelphia Eagles,180387761.0,14.0,4.0,True,High,NFL
2015,Pittsburgh Steelers,113687446.0,10.0,1.0,False,Low,NFL
2016,Pittsburgh Steelers,137763362.0,11.0,2.0,False,Low,NFL
2017,Pittsburgh Steelers,149763536.0,13.0,0.0,False,Medium,NFL
2018,Pittsburgh Steelers,147428817.0,9.0,0.0,False,Medium,NFL
2019,Pittsburgh Steelers,161203273.0,8.0,0.0,False,Medium,NFL
2020,Pittsburgh Steelers,175082165.0,12.0,0.0,False,High,NFL
2021,Pittsburgh Steelers,139191060.0,9.0,0.0,False,Medium,NFL
2022,Pittsburgh Steelers,162459193.0,9.0,0.0,False,Medium,NFL
2023,Pittsburgh Steelers,197726033.0,10.0,0.0,False,High,NFL
2024,Pittsburgh Steelers,211600923.0,10.0,0.0,False,High,NFL
2015,San Francisco 49ers,102217470.0,5.0,0.0,False,Low,NFL
2016,San Francisco 49ers,120912852.0,2.0,0.0,False,Low,NFL
2017,San Francisco 49ers,99061451.0,6.0,0.0,False,Low,NFL
2018,San Francisco 49ers,159940836.0,4.0,0.0,False,Medium,NFL
2019,San Francisco 49ers,181562410.0,13.0,2.0,False,High,NFL
2020,San Francisco 49ers,175110907.0,6.0,0.0,False,High,NFL
2021,San Francisco 49ers,165420714.0,10.0,2.0,False,Medium,NFL
2022,San Francisco 49ers,173222132.0,13.0,2.0,False,Medium,NFL
2023,San Francisco 49ers,155392726.0,12.0,2.0,False,Medium,NFL
2024,San Francisco 49ers,207550102.0,6.0,0.0,False,High,NFL
2015,Seattle Seahawks,121754589.0,10.0,1.0,False,Low,NFL
2016,Seattle Seahawks,130939708.0,10.0,1.0,False,Low,NFL
2017,Seattle Seahawks,155483743.0,9.0,0.0,False,Medium,NFL
2018,Seattle Seahawks,147280565.0,10.0,0.0,False,Medium,NFL
2019,Seattle Seahawks,153893721.0,11.0,1.0,False,Medium,NFL
2020,Seattle Seahawks,176372294.0,12.0,0.0,False,High,NFL
2021,Seattle Seahawks,151832149.0,7.0,0.0,False,Medium,NFL
2022,Seattle Seahawks,146907790.0,9.0,0.0,False,Medium,NFL
2023,Seattle Seahawks,184983467.0,9.0,0.0,False,High,NFL
2024,Seattle Seahawks,187123575.0,10.0,0.0,False,High,NFL
2015,Tampa Bay Buccaneers,107606633.0,6.0,0.0,False,Low,NFL
2016,Tampa Bay Buccaneers,146261574.0,9.0,0.0,False,Medium,NFL
2017,Tampa Bay Buccaneers,141255404.0,5.0,0.0,False,Medium,NFL
2018,Tampa Bay Buccaneers,174733565.0,5.0,0.0,False,Medium,NFL
2019,Tampa Bay Buccaneers,173687974.0,7.0,0.0,False,Medium,NFL
2020,Tampa Bay Buccaneers,189660904.0,11.0,4.0,True,High,NFL
2021,Tampa Bay Buccaneers,163815352.0,13.0,1.0,False,Medium,NFL
2022,Tampa Bay Buccaneers,172487018.0,8.0,0.0,False,Medium,NFL
2023,Tampa Bay Buccaneers,139683391.0,9.0,1.0,False,Medium,NFL
2024,Tampa Bay Buccaneers,176832289.0,10.0,0.0,False,High,NFL
2015,Tennessee Titans,106418314.0,3.0,0.0,False,Low,NFL
2016,Tennessee Titans,126440893.0,9.0,0.0,False,Low,NFL
2017,Tennessee Titans,145367330.0,9.0,1.0,False,Medium,NFL
2018,Tennessee Titans,161880161.0,9.0,0.0,False,Medium,NFL
2019,Tennessee Titans,174275452.0,9.0,2.0,False,Medium,NFL
2020,Tennessee Titans,176427782.0,11.0,0.0,False,High,NFL
2021,Tennessee Titans,144040307.0,12.0,0.0,False,Medium,NFL
2022,Tennessee Titans,180420192.0,7.0,0.0,False,High,NFL
2023,Tennessee Titans,160295439.0,6.0,0.0,False,Medium,NFL
2024,Tennessee Titans,173341300.0,3.0,0.0,False,Medium,NFL
2015,Washington Commanders,124649168.0,,0.0,False,Low,NFL
2016,Washington Commanders,126732626.0,,0.0,False,Low,NFL
2017,Washington Commanders,158195622.0,,0.0,False,Medium,NFL
2018,Washington Commanders,155603577.0,,0.0,False,Medium,NFL
2019,Washington Commanders,161658284.0,,0.0,False,Medium,NFL
2020,Washington Commanders,156555528.0,,0.0,False,Medium,NFL
2021,Washington Commanders,168684447.0,,0.0,False,Medium,NFL
2022,Washington Commanders,180331619.0,8.0,0.0,False,High,NFL
2023,Washington Commanders,166240780.0,4.0,0.0,False,Medium,NFL
2024,Washington Commanders,189516975.0,12.0,2.0,False,High,NFL
